system:index,time,total_cloud_cover,total_precipitation,.geo
20230101T00,2023-01-01 00:00,0.9160346700476583,9.313225746154785E-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230101T01,2023-01-01 01:00,0.8906537863386615,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230101T02,2023-01-01 02:00,0.8921442589814694,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230101T03,2023-01-01 03:00,0.09846604046845549,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230101T04,2023-01-01 04:00,0.0,9.313225746154785E-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230101T05,2023-01-01 05:00,0.0,9.313225746154785E-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230101T06,2023-01-01 06:00,3.8803440008162944E-4,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230101T07,2023-01-01 07:00,0.09841226885026512,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230101T08,2023-01-01 08:00,0.22574442820658241,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230101T09,2023-01-01 09:00,0.2819378919278412,-9.313225746154785E-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230101T10,2023-01-01 10:00,0.4969573344106153,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230101T11,2023-01-01 11:00,0.31712859492107204,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230101T12,2023-01-01 12:00,0.22902393397574722,9.313225746154785E-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230101T13,2023-01-01 13:00,0.24309207995947285,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230101T14,2023-01-01 14:00,0.2578563122523027,-9.313225746154785E-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230101T15,2023-01-01 15:00,0.26192450528045397,9.313225746154785E-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230101T16,2023-01-01 16:00,0.3456391224205047,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230101T17,2023-01-01 17:00,0.38029940451545824,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230101T18,2023-01-01 18:00,0.3774071196658153,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230101T19,2023-01-01 19:00,0.35998385706079766,-1.862645149230957E-9,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230101T20,2023-01-01 20:00,0.3746294780730893,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230101T21,2023-01-01 21:00,0.4597480274033722,3.670250195882082E-6,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230101T22,2023-01-01 22:00,0.3839204354614887,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230101T23,2023-01-01 23:00,0.3283505542700361,9.313225746154785E-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230102T00,2023-01-02 00:00,0.45972286256126893,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230102T01,2023-01-02 01:00,0.7286966794101662,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230102T02,2023-01-02 02:00,0.6821172910850484,-9.313225746154785E-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230102T03,2023-01-02 03:00,0.6871407338375853,9.313225746154785E-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230102T04,2023-01-02 04:00,0.3842852617944569,1.2455167803583515E-6,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230102T05,2023-01-02 05:00,0.31097769958776766,3.094725396533843E-7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230102T06,2023-01-02 06:00,0.1667230262306713,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230102T07,2023-01-02 07:00,0.07944643564442173,9.313225746154785E-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230102T08,2023-01-02 08:00,0.03459975879612619,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230102T09,2023-01-02 09:00,0.10483171247430056,1.862645149230957E-9,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230102T10,2023-01-02 10:00,0.17025427025287057,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230102T11,2023-01-02 11:00,0.12603698394189208,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230102T12,2023-01-02 12:00,0.04308956792910866,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230102T13,2023-01-02 13:00,0.020222698059249995,-9.313225746154785E-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230102T14,2023-01-02 14:00,0.010516614657245368,9.313225746154785E-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230102T15,2023-01-02 15:00,0.010516614657245368,-9.313225746154785E-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230102T16,2023-01-02 16:00,0.010516614657245368,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230102T17,2023-01-02 17:00,0.003946227000434705,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230102T18,2023-01-02 18:00,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230102T19,2023-01-02 19:00,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230102T20,2023-01-02 20:00,0.001322085905304334,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230102T21,2023-01-02 21:00,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230102T22,2023-01-02 22:00,0.001322085905304334,-9.313225746154785E-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230102T23,2023-01-02 23:00,0.2830770053261264,9.313225746154785E-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230103T00,2023-01-03 00:00,0.5315650382199579,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230103T01,2023-01-03 01:00,0.9375006745554668,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230103T02,2023-01-03 02:00,0.9701740108106377,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230103T03,2023-01-03 03:00,0.9719778331144847,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230103T04,2023-01-03 04:00,0.909751703030003,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230103T05,2023-01-03 05:00,0.5307346741607449,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230103T06,2023-01-03 06:00,0.16159025878060304,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230103T07,2023-01-03 07:00,0.5459233022500563,2.9305191040940647E-6,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230103T08,2023-01-03 08:00,0.45483035687321965,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230103T09,2023-01-03 09:00,0.2991029599723859,-9.313225746154785E-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230103T10,2023-01-03 10:00,0.1349789522405922,-9.313225746154785E-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230103T11,2023-01-03 11:00,0.04908135180425413,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230103T12,2023-01-03 12:00,0.016276471058815287,9.313225746154785E-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230103T13,2023-01-03 13:00,0.030420324957085482,9.313225746154785E-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230103T14,2023-01-03 14:00,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230103T15,2023-01-03 15:00,0.036990712613896144,9.313225746154785E-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230103T16,2023-01-03 16:00,0.013956459221516105,9.313225746154785E-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230103T17,2023-01-03 17:00,0.03119913237992993,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230103T18,2023-01-03 18:00,0.010620104191749016,-9.313225746154785E-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230103T19,2023-01-03 19:00,0.009980131163859075,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230103T20,2023-01-03 20:00,0.003997981548309326,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230103T21,2023-01-03 21:00,0.002014249563217163,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230103T22,2023-01-03 22:00,0.0,-9.313225746154785E-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230103T23,2023-01-03 23:00,0.0017101203053859633,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230104T00,2023-01-04 00:00,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230104T01,2023-01-04 01:00,0.0,9.313225746154785E-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230104T02,2023-01-04 02:00,0.12376464550366739,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230104T03,2023-01-04 03:00,0.5331066684754842,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230104T04,2023-01-04 04:00,0.5323306099163979,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230104T05,2023-01-04 05:00,0.46382987905434797,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230104T06,2023-01-04 06:00,0.0671894463481216,-9.313225746154785E-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
